review,tokens,food,service,ambience,price
"This was our first choice of many restaraunts in NYC due to the 3-Michelin Star status. Upon arrival, we were greeted with kind staff and courteous hosts. Everyone was incredibly kind, however, I had ordered the four course prix fixe meal. ","choice,restaraunts,status,arrival,staff,hosts,course,prix,meal",1,1,0,0
"The restaurant, unfortunately, has become like much of New York -- a museum of its heyday. Fine dining is over in post-covid America, and price is no longer proportional to luxury. The meal was fine, but the service was clumsy (not the ","restaurant,museum,heyday,dining,price,luxury,meal,service",1,1,0,1
Had a chef's tasting dinner. Here is my ranking of meals. 1. Tropical fruit dessert. Great combo with a coconut sorbet and exotic fruits jam. Wine pairing with a sweet wine was too much though (I would prefer an espresso with this thing; ,"chef,tasting,dinner,ranking,meals,fruit,dessert,combo,sorbet,fruits,jam,wine,espresso,thing",1,0,0,0
Esquisitly delicious experience over all.,experience,0,0,1,0
Awful place and discriminates against people.  Avoid dining here.,"place,people",0,0,1,0
"La Bernardin used to be my go-to for a glass of wine at the bar, but recently the service has been sub-par. Very cold and impersonal. The seafood dishes are what keeps me coming back at this point. Their dishes have taken on a predominantly Asian flare which is a change from their French heritage, but its refreshing and balanced.","glass,wine,bar,service,-,par,seafood,dishes,point,flare,change,heritage",1,1,0,0
The only place for three Michelin Star seafood in New York don't waste your time going anywhere else,"place,seafood,time",1,0,1,0
"Avoid this place,they discriminate and segregate the unvaccinated.Not American.",place,0,0,1,0
"Dreadful experience with this place.  Bad service, rude staff and management, small portions, and the food really is not very good.  I recommend avoiding this place.","experience,place,service,staff,management,portions,food",1,1,1,0
"""The food, drinks, atmosphere, design and the customer service is great.""","food,drinks,atmosphere,design,customer,service",1,1,1,0
We have been here a couple of times. The food is always good.,"couple,times,food",1,0,0,0
"Le Bernardin is one of the most handsome restaurants Ive been to in Manhattan, with impeccable service and food. Their Michelin stars are well deserved. ","restaurants,service,food,stars",1,1,0,0
Food was not very good no taste for the price. I will not be going back,"food,taste,price",1,0,0,1
I was not impressed.  It's not as expensive as people claimed it would be...price isn't an issue... But flavor and quality has this place at the very bottom of my list.  Not worth your time.,"people,price,issue,flavor,quality,place,list,time",0,0,1,1
Had the chefs tasting menu here. The food is good but nothing wow (except maybe the apple dessert at the end which looked spectacular). Service is great here though. ,"chefs,tasting,menu,food,apple,dessert,end,service",1,1,0,0
Always the most special place to have a meal. Service is nonpareil and the food innovative and delicious. Obviously expensive but worth every penny.,"place,meal,service,food,penny",1,1,1,1
We had a wonderful experience at Le Bernardin! We ordered the chef's tasting menu with the wine pairing and really cannot put into words how amazing everything was. The food was so flavorful and the wine paired beautifully with each dish. ,"experience,chef,tasting,menu,wine,words,food,dish",1,0,1,0
"Exquisite food, impeccable service.   We'll deserved reputation.","food,service,reputation",1,1,0,0
Amazing service. Wine was great and food is worth the three stars,"service,food,stars",1,1,0,0
Top 5 experience. Food was amazing. Octopus is a must try! Best I ever had! The service is amazing and the waiters are very attentive and go above and beyond.,"experience,food,service,waiters",1,1,1,0
Finest dining experience. Very attentive staff. Impeccable service. Amazing food. Great ambiance!!,"dining,experience,staff,service,food,ambiance",1,1,1,0
Absolute perfection.  I love seafood and this is the best tasting seafood Ive ever eaten.  Le Bernardin is beautifully decorated and extremely comfortable.  I didnt get the wine tasting but the whiskey based cocktails were magnificent.  I will be taking friends back to this restaurant in the future.  Bravo.,"perfection,seafood,tasting,wine,whiskey,cocktails,friends,restaurant,future",1,0,0,0
"Quite frankly undeserving of three stars. I had the opportunity to dine here last night, and I thought it to be most fitting to write a review concerning my experience. Any one star in France far exceeds this. First off, the atmosphere was ","undeserving,stars,opportunity,night,review,experience,atmosphere",0,0,1,0
Experience was good - we tried vegetarian and sea food tasting menu. The food tasted at par with Michelin 2 star restaurant. Service and ambience were equally good. Only hiccup was the amount of noise in the restaurant and our table were ,"experience,sea,food,tasting,menu,par,star,restaurant,service,ambience,hiccup,noise,table",1,1,1,0
Great experience to dine here. We did the chefs tasting menu with wine pairing. We specifically chose this restaurant because they have a dedicated vegetarian tasting menu because my significant other is a vegetarian. Service from wait ,"experience,chefs,tasting,menu,wine,restaurant,vegetarian,service",0,1,1,0
"My first 3-star Michelin meal at Le Bernardin. It's one of the 5 or 6 3-star in the city so I had high expectations for it. We chose the tasting menu because it seemed more value. However, one major theme is disappointment. ","star,meal,city,expectations,tasting,menu,value,theme",1,0,0,0
They served fake Kobe beef there,beef,1,0,0,0
Its in my top 5Service is amazing and what it should be!Food is amazing and what it should be! ,5service,0,1,0,0
Great services and reasonable prices. I was happy!,"services,prices",0,1,0,1
Top Restaurant in NYC. Tuna Dover Sole Truffle Tagliatelle great ambiance. This is one of the Best Restaurants. Great Cocktails.,ambiance,0,0,1,0
Celebrate Bday! So nice to be here! Excellent service and amazing food. I love the seafood! It is pricy but definitely worth it. I recommend. Seafood here is gorgeous,"service,food,seafood,pricy,seafood",1,1,0,0
"To celebrate our wedding anniversary, my husband and I opted for Chef's Tasting menu.  If an elevated dining experience is what you're after, this is it.  A 7-course meal, preceded by a lovely amuse-bouche with each dish more fantastic and ","wedding,anniversary,husband,menu,dining,experience,course,meal,amuse,bouche,dish",1,0,1,0
"Overall a great experience! Very fun to go to these kinds of places and as expected, the service was phenomenal! We got the tasting menu, some of the food I really enjoyed and others not so much - but that could just be my preference. I also got the summer wind cocktail and it was delicious!","experience,fun,kinds,places,service,tasting,menu,food,preference,summer,wind,cocktail",1,1,1,0
Absolutely wonderful. The service is always top-notch.,"service,notch",0,1,0,0
What a wonderful experience. Food and staff were magnificent. Chef Eric stopped at our our table to say hello. I could not think of a better place to take my girl on her special day. Five stars from start to finish! ***** AJ,"experience,food,staff,table,place,girl,day,stars,start,finish",1,1,1,0
Delicious food,food,1,0,0,0
We had a wonderful birthday dinner yesterday and ordered the 8-course tasting menu and wine paring. Very happy we did! All plates were absolutely superb and service was equally good! The sommeliers played a big part in delivering this great ,"birthday,dinner,yesterday,course,tasting,menu,wine,paring,plates,service,sommeliers",1,1,0,0
Tasty fast food,food,1,0,0,0
"Great service. Wonderful, knowledgable staff. Honestly, we found some of the dishes to be underwhelming. Loved the langostinos. And the squash blossom flower in the merluza.  The scallops died in the sauce. Same w the hiramasa. The fish ","service,staff,dishes,langostinos,blossom,flower,merluza,scallops,sauce,hiramasa,fish",1,1,0,0
"This is our favorite restaurant in NYC. Their expertise in delivering eco sustainable, creative and delicious seafood is unparalleled. Whenever my family and I want to treat ourselves for a special occasion or when we have guests from out ","restaurant,expertise,eco,seafood,family,occasion,guests",1,0,0,0
We had a wonderful experience at Le Bernardin! We ordered the chef's tasting menu with the wine pairing and really cannot put into words how amazing everything was. The food was so flavorful and the wine paired beautifully with each dish. The ambiance was lovely and the service impeccable.,"experience,chef,tasting,menu,wine,words,food,dish,ambiance,service",1,1,1,0
Fantastic meal. 10/10 service. They hit all the notes and were particularly wonderful about accommodating my allium & gluten intolerance. A true 2-star-worthy experience. ,"meal,service,notes,allium,intolerance,star,experience",1,1,1,0
"I had my best meal in this place! The food was very taste, the staff are very amazing, everything was perfect!","meal,place,food,taste,staff",1,1,1,0
Wow! From the minute you walk in the door you are treated like royalty. I have been here three times so far and it won't be the last. Everything is delicious and the service is perfect. Chef tasting is amazing!,"minute,door,royalty,times,service,chef,tasting",0,1,0,0
"$25 surcharge for limpid Sole filet was puzzling. Amos bouche was stale & a cursory afterthought. Service attentive, yet rushed for the next seating. I had expected warm & supple baguette. We have had better Sea food, in less exalted settings.","surcharge,filet,bouche,afterthought,service,attentive,seating,food,settings",1,1,0,0
"We r from Texas and this was our 2nd dinner visit, absolutely awesome!!!","dinner,visit",1,0,0,0
Excellent meal and service!,"meal,service",1,1,0,0
"This unfortunately didnt live up to the hype for me. While the desserts were amazing, the rest of the food was not mind blowing in any way and dare I say.. a bit bland. ","hype,desserts,rest,food,mind,way,bit",1,0,0,0
What a pleasant ambiance Le Bernardin has!,ambiance,0,0,1,0
WOW - The.Best.Ever! No words can describe this experience. It just does NOT get better than this. Theres a reason why this establishment received three Michelin stars and it most certainly lives up to the hype. This was the most memorable meal of our lives! Thank you!,"wow,words,experience,reason,establishment,stars,hype,meal,lives",1,0,1,0
"Great food, wonderful service and the dessert is impeccable!","food,service,dessert",1,1,0,0
Excellent service I felt I was a princess. We had the sampler menu. Everything dish is amazing specially the dessert.,"service,princess,sampler,menu,dish,dessert",0,1,0,0
"I really like this restaurant for two reasons, one for the luxury and the other for the service.","restaurant,reasons,luxury,service",0,1,0,0
"Impeccable experience. Food, ambiance and service are exceptional","experience,food,ambiance,service",1,1,1,0
This restaurant's tasty and fulfilling dishes are what I love about it! I went here with my foodie friend last weekend. We had a great time at this upscale restaurant. We adore the location as well!,"restaurant,dishes,foodie,friend,weekend,time,location",1,0,0,0
"My favorite restaurant of all! Amazing service, plating, attention to detail, you name it!","restaurant,service,plating,attention,detail",0,1,0,0
Wonderful evening   excellent service deliciously prepared and presented french cuisine,"evening,service,cuisine",0,1,0,0
Imagine selling fake Kobe beef couldnt be me,beef,1,0,0,0
If youre able to get a reservation here dont hesitate booking it. The ambience is great and the food was phenomenal. Did the 8 course tasting experience and have absolutely no regrets. Excellent service throughout the night. Theres a reason this place is known around the world..,"reservation,ambience,food,course,tasting,experience,regrets,service,night,reason,place,world",1,1,1,0
"We had dinner in a private room upstairs with a group of 20. The service is impeccable and the food presentation is outstanding. That said, this is not a restaurant I long to come back to, Im glad I had a chance to experience it but I ","dinner,room,group,service,food,presentation,restaurant,chance",1,1,0,0
"Pricey, but well worth it.The service is spectacular. The food was perfectly cooked and top quality.","service,food,quality",1,1,0,0
You must put this restaurant on your list. The food is phenomenal. Every single bite of every single dish is mind blowing. They are beautifully presented and served by extremely professional staff. The ambiance is nice and the decor is ,"restaurant,list,food,bite,dish,mind,staff,ambiance,decor",1,1,1,0
"Tour de Force!! Kitchen execution was supreme and the hospitality shown by the service staff was extraordinary! Exactly what you'd expect and much more! Wait for the pre-dessert, so refreshing!","kitchen,execution,hospitality,service,staff,pre,-",0,1,0,0
This is one of my  favorite restaurants when I visit town. Absolutely delicious food!  and the attentive staff and sooo accommodating. A fine dining experience. I 'll be back.,"restaurants,town,food,staff,sooo,dining,experience",1,1,1,0
Delicious and expensive food. Definitely check it out if you're looking to celebrate and splurge!,food,1,0,0,1
"Excellent meal, beautiful presentation, pleasant professional attentive staff.  Wonderful dining experience.  A true destination restaurant.","meal,presentation,staff,dining,experience,destination,restaurant",1,1,1,0
We came here after they reopened from the COVID shutdown. Dinning experience were strictly to 2 hours per reservation which I learnt only a few days prior when the reminder email was sent. ,"shutdown,dinning,experience,hours,reservation,days,reminder,email",0,0,1,0
"The service is not as impeccable as it was 15 years ago, but they've also expanded. The food is still stellar and well imagined. Always a great choice for a special occasion.","service,years,food,choice,occasion",1,1,0,0
"One of the very best restaurants I've been to. The service is great, the food is artistic and the wine pairing is perfect","restaurants,service,food,wine",1,1,0,0
"Sheer perfection to ones palate! If you want to have an experience that will keep a smile on your face, the tasting menu will render such a reaction and beyond. Fine dining with NO competition in sight!","perfection,ones,experience,smile,face,tasting,menu,reaction,dining,competition,sight",0,0,1,0
Great food & service,"food,service",1,1,0,0
What a charming place for a night out with your special someone or an anniversary.  The food was exquisite and amazing in every way.,"place,night,anniversary,food,way",1,0,1,0
What an amazing experience! Service was impeccable and the food was outstanding.,"experience,food",1,0,1,0
Fake kobe beef,"kobe,beef",1,0,0,0
Fish at its finest and impeccable service,"fish,service",0,1,0,0
Most incredible meal of our lives. Thank you to the entire Le Bernardin team for allowing us to have what can only be described as magical evening in our favorite city!,"meal,lives,team,evening,city",1,0,0,0
"Best restaurant. The prices are a little overpriced, but the food is very, very tasty. The price / quality ratio is at a decent level. The staff is pleasant and helpful, they will always help you make the right choice.","restaurant,prices,food,quality,ratio,level,staff,choice",1,1,0,1
"Thanks for sharing that lovely recipe for cooking. I still love to eat food of this kind. The food was fresh, well cooked, and the price was very good. One of my favourite moments was this. Many thanks for always making us feel sweet. A high ranking for you and a powerful recommendation! Oh, thank you!","thanks,recipe,cooking,food,kind,price,moments,ranking,recommendation",1,0,0,1
Wonderful spot! Incredible culinary gift!,"spot,gift",0,0,1,0
It was expensive but great foods!,foods,1,0,0,1
Worth every penny. Unrivaled dining experience.,"penny,dining,experience",0,0,1,0
Good place to have some tasty food,"place,food",1,0,1,0
Great experience.,experience,0,0,1,0
"Best restaurant on earth right here, or at least for me so far. I was hesitant in trying a all seafood 3-star Michelin restaurant, thinking ""what could they do with only fish?"" But oh boy, during/after dining there, I couldn't be more ","restaurant,earth,seafood,star,fish,dining",1,0,0,0
Yet another magnificent dining experience due to Mitchell's munificence. I recommend it.,"dining,experience,munificence",0,0,1,0
Great food & service in a romantic setting.It is a very unique experience with different experimental & rich flavors from ,"food,service,setting,experience,flavors",1,1,1,0
They had no Dino nuggets but they gave me a pizza and ice  cream with a gold leaf and honey I like Dino nuggets :) goodbye,"nuggets,pizza,ice,cream,leaf,honey,goodbye",1,0,0,0
"Yet another magnificent dining experience due to Mitchell's munificence.  I cannot tell you that this or that item was a standout, because everything exceeded expectations, though we did especially enjoy the langoustine, which must be kept ","dining,experience,munificence,item,standout,expectations,langoustine",0,0,1,0
fantastic service!,service,0,1,0,0
awesome service!,service,0,1,0,0
excellent service!,service,0,1,0,0
"The food, the vibe, all is just excellent!","food,vibe",1,1,0,0
Great place with the best foods.,"place,foods",1,0,1,0
"Service was absolutely outstanding. The food wasn't really my thing, but it was outstanding too.","service,food,thing",1,1,0,0
"This is one of my favorite restaurants in New York. The food is delicious, the staff very attentive and professional. My truffle tagliatelle was amazing! The seafood is also delicious. It's somewhat expensive but the food, the vibe, the attention you get is top notch and make it worth the price.","restaurants,food,staff,tagliatelle,seafood,vibe,attention,notch,price",1,1,0,1
"French cuisine came to the USA to stay. A bit elitist for my taste, but it's a good place to hold a business lunch and impress your guests. ","cuisine,bit,elitist,taste,place,business,lunch,guests",1,0,1,0
Best seafood ever!Cakes are a little bit too sweet ,"seafood,ever!cakes,bit",1,0,0,0
"This restaurant has been one of  my favorite restaurants. The food is delicious, the service is great, and the atmosphere is romantic.","restaurant,restaurants,food,service,atmosphere",1,1,1,0
"I am so impressed with how it cooks seafood. It knows how to cook any kind of seafood - be it fish, lobster or caviar. The tuna and foie gras dish is my absolute favorite, unbelievably delicious! Its service is also impeccable - perfectly timed, friendly, but not overwhelming. highly recommend this place","seafood,kind,fish,lobster,caviar,tuna,gras,dish,service,place",1,1,1,0
The tuna pairs really nicely with the foie gras. There's a saltiness that forces the mouth to smile because it's just so amazing. I really enjoyed the various textures of each bite-the crunch of the toasted baguette with the smoothness of the foie gras and softness of the yellowfin.  highly recommend this place,"tuna,gras,saltiness,mouth,textures,bite,crunch,baguette,smoothness,softness,yellowfin,place",0,0,1,0
the food here is to die for !!,food,1,0,0,0
Excellent place!,place,0,0,1,0
This place was amazing!! The staff was very nice and attentive towards us. I can't wait to come back!,"place,staff",0,1,1,0
"Incredible food, great service and staff, clean, just a great atmosphere, I very much recommend this delicious restaurant.","food,service,staff,atmosphere,restaurant",1,1,1,0
I love their customer service here.,"customer,service",0,1,0,0
"Our favorite restaurant. The food is creative and delicious, the waiter staff is attentive. A wonderful fine dining experience. Highly recommended !!","restaurant,food,waiter,staff,dining,experience",1,1,1,0
They had an interesting menu and a wonderful meal that was perfectly served by our waiter.,"menu,meal,waiter",1,1,0,0
"Food is not at the right temperature, even cold and not hot enough.Fisrt 3 Waiters are indifferent and dont see you when they are talking, they even forget the birthday cake.Last 2 waiters are so nice, but its too late.","food,temperature,fisrt,birthday,cake,waiters",1,1,0,0
Amazing dinner!,dinner,1,0,0,0
"The walnut shrimp is the bomb super delicious it complimented with the eggplant and we also tried the Mongolian beef, the beef is so tender. We're so happy that we chose this place because we're all satisfied with food as well as the service. Highly recommended place!","walnut,shrimp,bomb,eggplant,beef,place,food,service",1,1,1,0
Never had a bad experience here I love everything,experience,0,0,1,0
Brandon was awesome as the rest of the staff..,"rest,staff",0,1,0,0
"The food was like nothing I've ever had before, delicious, savory, unique, and affordable. I was really pleased with the whole vibe of this restaurant.  Overall, it was a great experience to be here. Highly recommended!","food,vibe,restaurant,experience",1,1,1,0
Their food was really yummy and mouth-watering. The chef and his staff are constant and very professional in serving the food. They were so smiling while entertaining us. We felt that we were VIPs. Even my family was encouraged to go back here. Thanks a lot!,"food,mouth,watering,chef,staff,vips,family,thanks,lot",1,1,0,0
"They had an interesting menu and a wonderful meal that was perfectly served by our waiter. The food that we ordered was served exactly on time, hot (not warm) food and so good. All in all, a perfect place where we can enjoy our meals while having a chit-chat with friends and loved ones.","menu,meal,waiter,food,time,place,meals,chit,chat,friends,ones",1,1,1,0
This place has the most delicious meals I've ever tasted in my whole life. I will come back here and bring my family and friends.,"place,meals,life,family,friends",1,0,1,0
I loved it so much! So yummy! I will definitely recommend this place to my friends.,"place,friends",0,0,1,0
"Did not disappoint with food and service. Due to COVID curfew had to be out by 10pm, but did not feel rushed with a 745pm reservation.","food,service,curfew,pm,reservation",1,1,0,0
This Korean restaurant is one of my favorites restaurants in this area.  I like the place and the ambiance of it. It has a glimpse of Korean local area. The food that they served was indeed tasty and satisfying as well.  My favorite dish in ,"restaurant,favorites,restaurants,area,place,ambiance,glimpse,food,dish",1,0,1,0
"This restaurant has been one of my girlfriend's and my favorite restaurants for awhile. The food is always delicious, the service is always great, and the atmosphere is romantic. On our recent visit, I asked the waiters to help make the ","restaurant,girlfriend,restaurants,awhile,food,service,atmosphere,visit,waiters",1,1,1,0
I dont think there is a better seafood place in the world!!!!,"seafood,place,world",1,0,1,0
"The food from this restaurant is incredible, and if we had stayed for longer, we would have made a repeat visit. The wine was also to die for, and the staff in the restaurant were welcoming, courteous, and attentive to our needs. The service was outstanding! I will go back whenever I am in this part of the city!","food,restaurant,repeat,visit,wine,staff,needs,service,city",1,1,0,0
I would just like to say thank you for the wonderful service we received in your restaurant last night. I really had a great time! I did not regret trying your restaurant for the first time!,"service,restaurant,night,time",0,1,0,0
"This was the most crowded Michelin star restaurant I've ever been to and I feel the ambiance left something to be desired.  It was very dark and almost gloomy inside.  I chose the Chef's menu and the food was great, not amazing, in my ","star,restaurant,ambiance,menu,food",1,0,1,0
Great experience,experience,0,0,1,0
"One of the best restaurants in the world, plain & simple.  Service is impeccable.  Even the bread cart is beyond amazing.  Pure perfection.","restaurants,world,bread,cart,perfection",1,0,0,0
Service was great food was outstanding i would recommend it to anyone!!,food,1,0,0,0
I will never have a meal as amazing as the one I just had. Worth every penny and probably a few pennies more.,"meal,penny,pennies",1,0,0,0
Good place for delicious Seafood,"place,seafood",1,0,1,0
Seafood and the setting at this location is excellent. Prices were reasonable.,"seafood,setting,location,prices",1,0,0,1
If you want seriously tasty food with impeccable service and attention to detail this is the place to go. My dining experience was fantastic & my friends liked it too!,"food,service,attention,detail,place,dining,experience,friends",1,1,1,0
Outstanding service and food.,"service,food",1,1,0,0
fantastic tasting menu and service,"tasting,menu,service",0,1,0,0
"The best food and service, every taste was amazing.","food,service,taste",1,1,0,0
As good as it gets. Elegant great food. great wine. everything well priced.  Bravo.,"food,wine",1,0,0,0
"Tasty food, would definitely go back there.",food,1,0,0,0
"Overall great food and service! Absolutely loved the experience, however as we were 2 women of color I was disappointed at the end when the server opened the bill holder 3 steps away from the table to check the tip","food,service,experience,women,color,end,server,bill,holder,steps,table,tip",1,1,1,0
Great place!,place,0,0,1,0
The food was absolutely delicious and the meat was very tender. The ambience was equally amazing. Staff are very courteous as well. Extremely friendly and welcoming.,"food,meat,ambience,staff",1,1,1,0
"You know it's flipping amazing when you dream about it in your sleep right after having this amazing experience and can't stop talking about it the next day. I booked a reservation a few months before for the 18th, several days after ","sleep,experience,day,reservation,months,days",0,0,1,0
"This restaurant is exceptional, an outstanding experience. Great quality, the fantastic elegant ambiance, amazing flavors (in particular the seafood which is delicious). The staff is attentive and professional. Be aware you should book a month ahead of time, at least.","restaurant,experience,quality,ambiance,flavors,seafood,staff,month,time",1,1,1,0
Great food and service,"food,service",1,1,0,0
"A very nice place.  The food tastes great there, the only thing that bothered me was the expensive price.  don't drink anything.","place,food,thing,price",1,0,1,1
Seafood was OK but their service was excellent. Apple dessert was beautiful!,"seafood,service,dessert",1,1,0,0
Great first time experience. The plates were well served and the food was delicious. Our waitress was very lovely and took really good care of us. I look forward to a return trip.,"time,experience,plates,food,waitress,care,return,trip",1,1,1,0
Outstanding experience! Very expensive but I hope to go back one day!,"experience,day",0,0,1,1
Refined meal at will. Very good discovery and experience,"meal,discovery,experience",1,0,1,0
"Came here for a five people's lunch. The food was great, the desserts are amazing. I tried the apple twice, hazelnut, coconut, strawberry yogurt, honey baba rum and also the chocolate celebration cake. A small celebration cake for a five people table looks cheap, but all the food and service was great!","people,lunch,food,desserts,apple,hazelnut,coconut,chocolate,celebration,cake,table,service",1,1,0,0
"I really enjoyed the service of Bobby and Liman. Great food, too. Being from Charleston, SC, that says ALOT!","service,food",1,1,0,0
Loved the whole experience. Extremely well organized and trained people with great manner. I had monkfish and wasabi uni&tarte. Was great choice. Atmosphere and ambiance was classic and lovely. Thanks for the Fresh and tasty meal! And gold flake cake :),"experience,people,manner,wasabi,uni&tarte,choice,atmosphere,ambiance,thanks,meal,gold,flake,cake",1,0,1,0
Loved this restaurant! Such a great atmosphere and very delicious food!,"restaurant,atmosphere,food",1,0,1,0
Always good food and service..,"food,service",1,1,0,0
I was expecting much more from this 3 michelin stars restaurant.I took my father for set lunch menu and it was good but not amazing,"michelin,stars,restaurant,father,lunch,menu",1,0,0,0
"The best restaurant in the entire world. Burts of unexpected flavors, classic staples that stay on the menu for years, beautiful plates, exceptional service. And to boot, likely the least expensive 3 michelin star lunch menu in the world. ","restaurant,world,burts,flavors,staples,menu,years,plates,service,boot,lunch",1,1,0,1
I am deeply impressed by how they handled the service correctly with no hassles at all. The best of the best restaurant service ever! It was a nice experience for me for the first time. I will definitely be going to save their contact number for future reservations.  Cheers to more success in the future. Thumbs up!,"service,hassles,restaurant,experience,time,contact,number,reservations,cheers,success,future",0,1,1,0
"I highly recommend visiting il Le Bernardin! This is a great restaurant with delicious food, a cozy atmosphere and professional service.","restaurant,food,atmosphere,service",1,1,1,0
Wonderful place amazing foodand Great staff,"place,staff",0,1,1,0
The restaurant is everything it's acclaimed for. My son 8 and daughter 11 when we had dinner there were attended to with exceptional professionalism.,"restaurant,son,daughter,dinner,professionalism",1,0,0,0
"Super expensive, but SUPER GOOD ATMOSPHERE AND FOOD. Too bad with this covid its only take out for now","atmosphere,food",1,0,1,1
"The best restaurant in NY when it comes to fish, if you ask me! Just a little expensive.","restaurant,fish",0,0,0,1
The quality of service they provided was amazing! Saving this restaurant's contact numbers for reservations was ideal for me. They strive to provide us the best service that exceeds our expectations. No hidden charges compared to others! I will never look for another place again for sure. I will surely come back!,"quality,service,restaurant,contact,numbers,reservations,expectations,charges,place",0,1,1,0
Great place to go with friends.,"place,friends",0,0,1,0
Delighted to be able to attend the restaurant. Upon arrival they took great care of us. It is not only the experience of eating a good dish but also the art that it expresses in your food. The atmosphere is perfect ,"restaurant,arrival,care,experience,dish,art,food,atmosphere",1,0,1,0
"I quite liked the food, I also liked the good treatment, that the manager is aware of the attention given to customers, since that is good, and the waiters are friendly, and apart from the good food without a doubt ","food,treatment,manager,attention,customers,waiters,doubt",1,1,0,0
So pleased with the service we had last night.  Date night in was perfect thank you!,"service,night,date",0,1,0,0
I loved being able to have had the opportunity to attend this great restaurant. The atmosphere of the place is fascinating and the food gives you a great sensation of flavors. I love the warmth with which the staff ,"opportunity,restaurant,atmosphere,place,food,sensation,flavors,warmth,staff",1,1,1,0
Always an amazing gastronomical experience.,experience,0,0,1,0
"So grateful I finally got to experience this place! Deserving of their #1 reputation! Amazing service, good, and we felt so welcomed. Thank you!!","place,reputation,service",0,1,1,0
I will visit this place again. Great place,place,0,0,1,0
"Was there in November 2019. We had the Chef's Tasting Menu plus a couple of other dishes we wanted to try. Food-wise, it's good (of course), but maybe the most underwhelming 3-star experience I've had - and more-so at this price - in a ","couple,dishes,food,course,star,experience,price",1,0,1,1
"I dined here in December 2019. The food was okay, and the service was okay. I would have paid $100 for the meal, but not $300. I think this restaurant runs on hype more than anything. However, in the midst of the CVOID 19 breakout, chef ","food,service,meal,restaurant,hype,midst,chef",1,1,0,0
"Delicious food. Quite expensive, but worth it. We will definitely come back. In one word, Outstanding.","food,word",1,0,0,1
The Vegetarian tasting and wine pairing was bar none! Will go back just for the truffle sauce!,"tasting,wine,bar,sauce",1,0,0,0
The food is absolutely delicious! The chicken is moist and the service is excellentMy new favorite place to come for somE fried chicken!!! ,"food,chicken,service,place",1,1,1,0
"Pretty good! I was a fan of the baby arugula salad; it tasted light and fresh. The gluten-free bolognese pasta was passable. I wish the noodles were cooked closer to al dente and that the sauce was a bit more flavorful. Great environment, ","fan,baby,arugula,light,pasta,noodles,sauce,bit,environment",1,0,0,0
"I have to be honest. It wasnt my favorite Michelin experience. At this level, guests expect a certain level of food, service, and atmosphere and unfortunately it didnt meet that perfect balance of all three. Upon entrance, the atmosphere ","experience,level,guests,food,service,atmosphere,balance,entrance",1,1,1,0
No words could ever suffice how honored and glorified I am that I had the opportunity of being in this world-class restaurant. They have menus of their appetizing and delicious foods and desserts that could destroy my diet. As I taste every ,"words,opportunity,world,class,restaurant,menus,foods,desserts,diet",1,0,0,0
"Good food, authentic. A fine but limited menu. Good draft beer option. Friendly service, pleasant Bavarian atmosphere. A bit pricey.","food,menu,draft,beer,option,service,atmosphere,bit",1,1,1,0
"The fried rice alone is more than enough for my lunch. Great mix of rice and meat, I would recommend this place to anyone looking for a quick and tasty meal!","rice,lunch,mix,meat,place,meal",1,0,1,0
"This review is for the location in La Crescenta. The food was good and my favorite thing was the free pickled cabbage which was so delicious. The Spicy Seafood Noodle needed a little more flavor to me, but the Kung Pao chicken was great. ","review,location,food,thing,cabbage,flavor,chicken",1,0,0,0
Best wonton soup ever!!! I live in Los Feliz but spend time in La Crescenta in weekend. The soup Ali's phenomenal.  Their customer service iS the icing on n the cake!  They are so patient with me because I always have to request them to add and subtract ingredients according to my liking. Love this place and I'm a forever customer!!,"wonton,soup,time,weekend,customer,service,icing,cake,ingredients,liking,place",0,1,1,0
"I like this place. Eventhough it's pretty touristy and almost always crowded, I always enjoy coming here. I love the view and I love their shrimp scampi. The view is from the top of the downtown Macy's overlooking the Union Square - one of ","place,touristy,view,shrimp,scampi,downtown",0,0,1,0
Best three Michelin restaurant Ive ever ate at! This experience was even better than the one Ive had at Louis XV in Monaco. The quality of everything served was amazing (especially the Faroese Salmon and the best halibut Ive had in my ,"restaurant,experience,quality,halibut",0,0,1,0
Exquisite restaurant which ranks amongst the best in the world. Magnificent food and service. Central location. Perfection.,"restaurant,world,food,service,location",1,1,0,0
Solid but packed so expect a wait. Claim a seat and enjoy.,"wait,seat",0,1,0,0
I used to like this place a lot until I read about their moldy jam problem last year. Now I cant go back.,"place,lot,jam,problem,year",0,0,1,0
My favorite neighborhood spot/my favorite spot in general honestly. The food is a 10/10 every single time. I eat here at least a few times a month. Loooooove it,"neighborhood,spot,food,time,times,month",1,0,1,0
"Overpriced toast (cold one); after ordered and seated, waited for 50 minutes until first dish served. Asked a couple of times to check food prep progress, always got answered we will get back to you but never heard anything back ","toast,minutes,dish,couple,times,food,progress",1,0,0,0
Good food,food,1,0,0,0
"Friendly staff, tasty food","staff,food",1,1,0,0
i love this place the staff is super friendly,"place,staff",0,1,1,0
Very rich drinks and super accessible to get there,drinks,1,0,0,0
"Overpriced and overhyped. I spent $7 on a 6oz latte, when I tried to ask for a bigger size, they said that was the only size because their quality of ingredients is so good. Waste of money.","oz,latte,size,quality,ingredients,waste,money",0,0,0,1
